feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
3.240839693947950018e-01,-3.850822804163165358e-01,-6.769220003059587265e-01,6.116762888408678878e-01,1.030999522495950949e+00,5.789315370440425434e-01,-3.198099097539789937e-01,-4.832618032815778619e-01,4.317284714024386405e-01,8.931504021394687243e-01,1.000000000000000000e+00
9.312801191161985681e-01,-8.392175232226385395e-01,-3.092123758512145826e-01,3.312634314035639571e-01,9.755451271223591903e-01,8.917336579941319563e-01,-5.820667171899686076e-01,-2.409328832736037374e-01,3.512153367250298031e-01,5.207709137641068908e-01,1.000000000000000000e+00
-4.791742378452899520e-01,-1.856589766638171157e-01,-1.106334974006028204e+00,-1.196206624080670800e+00,8.125258223941980162e-01,-3.815826592966024000e-01,-1.086050976504971399e-01,-7.105045625691557287e-01,-9.796778122226269536e-01,1.458512566008116629e-01,0.000000000000000000e+00
1.356240028570822931e+00,-7.201012158033384680e-02,1.003532897892024156e+00,3.616360250476341465e-01,-6.451197546051242737e-01,1.037455359464461546e+00,1.612278122400279678e-01,9.492425086002238555e-01,2.781383835075451616e-01,-4.863340513481814176e-01,1.000000000000000000e+00
3.613956055084139307e-01,1.538036566465969202e+00,-3.582603910995153101e-02,1.564643655814005996e+00,-2.619745104089744370e+00,3.044382984970630535e-01,1.326229881851327175e+00,-9.047407863561324204e-02,1.176237621158763069e+00,-2.138581376542028956e+00,1.000000000000000000e+00
8.219025043752238302e-01,8.704706823817133510e-02,-2.990073504658678494e-01,9.176077653550229751e-02,-1.987568914600892800e+00,5.551692919117183767e-01,-1.026242613488844851e-01,-1.582411986110406898e-01,3.423794274645406976e-01,-1.785444279557090619e+00,0.000000000000000000e+00
-2.196718878375119310e-01,3.571125715117464128e-01,1.477894044741516089e+00,-5.182702182736473873e-01,-8.084936028931876129e-01,-5.966874114138123186e-01,7.214024920077294345e-01,1.175295942436294094e+00,-5.612013822406248797e-01,-9.869203322448256710e-01,1.000000000000000000e+00
-5.017570435845365440e-01,9.154021177020741362e-01,3.287511096596844595e-01,-5.297602037670388064e-01,5.132674331133560974e-01,7.029947239316824970e-03,7.711883868293060162e-01,9.221430603573643747e-02,-5.718546135233726346e-01,2.636653037961430579e-01,1.000000000000000000e+00
9.707754934804038727e-02,9.686449905328892163e-01,-7.020530938773523744e-01,-3.276621465977682113e-01,-3.921081531321576330e-01,1.087270393183125961e-01,7.454479471020101222e-01,-3.035503268266120380e-01,1.620689958908071993e-01,-3.525848194786813661e-01,1.000000000000000000e+00
-1.463514948132118576e+00,2.961202770645760540e-01,2.610552721798893305e-01,5.113456642460900183e-03,-2.345871333751474164e-01,-1.091182505481187448e+00,4.296813062627750091e-01,2.198840662499293164e-01,1.996602782448349545e-01,-5.449414195883994783e-02,0.000000000000000000e+00
-1.415370742050414243e+00,-4.206453227653590421e-01,-3.427145165267694860e-01,-8.022772692216189050e-01,-1.612857116660091350e-01,-1.143878143615713272e+00,-2.866260690262728006e-01,1.355700383183544577e-01,-1.118844555115902306e+00,-9.130235301921130198e-02,0.000000000000000000e+00
4.040508568145383950e-01,1.886185901210530202e+00,1.745778128318389577e-01,2.575503907227639777e-01,-7.444591576616710338e-02,1.762173253067131629e-01,1.588794359556289670e+00,-1.854362037744952951e-01,9.298856473613051343e-02,2.620567168216120235e-01,1.000000000000000000e+00
-1.918771215299041488e+00,-2.651387544921687822e-02,6.023020994102643716e-02,2.463242112485286128e+00,-1.923609647811225232e-01,-1.572201868428987348e+00,4.772256993607637554e-01,-6.317158661585207946e-02,1.608195822475818382e+00,-3.610095830339768441e-01,1.000000000000000000e+00
3.015473423336124670e-01,-3.471176970524331162e-02,-1.168678037619532040e+00,1.142822814515020546e+00,7.519330326867741388e-01,-7.864107857197216722e-02,-8.279370141520396575e-02,-9.284146627574514365e-01,7.241201129289654981e-01,7.777582045609059413e-01,1.000000000000000000e+00
7.910319470430469124e-01,-9.093874547947389253e-01,1.402794310936099187e+00,-1.401851062792280889e+00,5.868570938002702908e-01,1.088242857245098394e+00,-7.910621426392703270e-01,1.349711668274662157e+00,-1.749183783480632526e+00,4.789454236659618225e-01,1.000000000000000000e+00
2.190455625809978546e+00,-9.905363251306883443e-01,-5.662977296027719154e-01,9.965136508764121936e-02,-5.034756541161992116e-01,1.505462100963503858e+00,-7.691133577020579093e-01,-3.731443091617805408e-01,5.232317653132451118e-02,-2.638466984692424688e-01,1.000000000000000000e+00
-1.550663431066132691e+00,6.856297480602732697e-02,-1.062303713726104881e+00,4.735924306351815827e-01,-9.194242342338033724e-01,-1.446924001622341915e+00,2.691535669610295445e-01,-7.877484201447336742e-01,1.504855806758829961e-01,-8.228423600401514326e-01,0.000000000000000000e+00
1.549934405017539873e+00,-7.832532923362370836e-01,-3.220615162056755798e-01,8.135172173696697540e-01,-1.230864316433955219e+00,1.151895683136751947e+00,-9.279094399070695331e-01,-4.831019714753698180e-01,6.627948252550234232e-01,-7.703553783690463286e-01,0.000000000000000000e+00
2.274599346041294157e-01,1.307142754282428099e+00,-1.607483234561227547e+00,1.846338585323042125e-01,2.598827942484234765e-01,4.395830926537789840e-01,6.526030251306416119e-01,-1.517374867094876345e+00,-1.773171649506615211e-01,2.669511870677873655e-01,1.000000000000000000e+00
7.818228717773100245e-01,-1.236950710878081949e+00,-1.320456613084276309e+00,5.219415656168976403e-01,2.969846732331860584e-01,6.283600972743789148e-01,-1.106983622826495095e+00,-9.918643584094400945e-01,4.341356231279261402e-01,1.016987416029989655e-01,0.000000000000000000e+00
2.504928503458766498e-01,3.464482094969758563e-01,-6.800247215784908095e-01,2.322536971610035528e-01,2.930724732986812464e-01,-4.683287892939108632e-02,-4.962602421427669830e-02,-8.168409760264643271e-01,1.028197021047373982e-01,2.320531728563073881e-01,0.000000000000000000e+00
-7.143514180263678126e-01,1.865774511144756564e+00,4.738329209117875251e-01,-1.191303497202648609e+00,6.565536086338297217e-01,-3.206134622696264480e-01,1.407653339410677606e+00,2.726907866715643225e-01,-6.526522047243998870e-01,4.773317151196440067e-01,1.000000000000000000e+00
-9.746816702273214394e-01,7.870846037424520381e-01,1.158595579007404064e+00,-8.206823183517104603e-01,9.633761292443218105e-01,-6.335452108247608960e-01,7.301676222198196786e-01,1.027059929023094842e+00,-3.742744823322434744e-01,8.685365735230161643e-01,1.000000000000000000e+00
4.127809269364983158e-01,8.220601599944900029e-01,1.896792982653947357e+00,-2.453881160028704989e-01,-7.537361643574895798e-01,4.379117329924891444e-01,4.794983552851393993e-01,1.320969531667802954e+00,-3.924137220023982131e-02,-8.389442813608933847e-01,1.000000000000000000e+00
-8.895144296255232952e-01,-8.158102849654382815e-01,-7.710170941410411649e-02,3.411519748166434995e-01,2.766907993300190549e-01,-5.684646954662506690e-01,-9.380135433286190816e-01,2.593898249410779844e-01,2.075988237210723286e-01,2.154822990408763461e-01,0.000000000000000000e+00
8.271832490360238044e-01,1.300189187790701945e-02,1.453534077157316862e+00,-2.646568332379560795e-01,2.720169166589618825e+00,1.140618979345309203e+00,2.426894584539520533e-02,1.407614530573431555e+00,1.853506124616936812e-01,2.255196783801561189e+00,1.000000000000000000e+00
6.256673477650062098e-01,-8.571575564162825511e-01,-1.070892498061112308e+00,4.824724152431852930e-01,-2.234627853258508434e-01,9.375528572192273202e-01,-5.132173482099919859e-01,-1.170997998116549921e+00,7.537087662658414899e-02,-1.721655668220740398e-01,0.000000000000000000e+00
7.140004940920918752e-01,4.732376245735448461e-01,-7.282891265687277405e-02,-8.467937180684049769e-01,-1.514847224685864635e+00,4.338573266730144651e-01,3.959541195551341541e-02,-2.447373787618956076e-01,-9.581467003674564165e-01,-9.424895308708926001e-01,0.000000000000000000e+00
-4.465149520670210759e-01,8.563987943234723232e-01,2.140937441302039612e-01,-1.245738778711988015e+00,1.731809258511819993e-01,-3.243496309138649281e-02,8.491655151199747342e-01,-2.858804535948267223e-01,-1.013347642947403315e+00,2.933492954951560927e-01,0.000000000000000000e+00
3.853173797288367841e-01,-8.838574362011329955e-01,1.537251059455279067e-01,5.820871844599989631e-02,-1.142970297830623094e+00,3.848875417348495143e-01,-5.436247082132412700e-01,-3.353818775320427381e-02,4.973745965410236725e-01,-9.158723976126478261e-01,0.000000000000000000e+00
3.577873603482832898e-01,5.607845263682343928e-01,1.083051243175277012e+00,1.053802052034902959e+00,-1.377669367957091051e+00,3.860490515061765215e-01,6.394446415259130712e-01,1.019718689854701488e+00,8.025738602539048694e-01,-1.058797674866138294e+00,1.000000000000000000e+00
-9.378250399151227823e-01,5.150352672086597750e-01,5.137859509122087998e-01,5.150476863060478028e-01,3.852731490654720758e+00,-1.088714198260763766e+00,6.557242567412651102e-01,3.282497722747956814e-01,3.753891004029819012e-01,3.141318302820176989e+00,1.000000000000000000e+00
5.708905106931669859e-01,1.135565640180598912e+00,9.540017634932023149e-01,6.513912513057980025e-01,-3.152692446403455584e-01,4.226352554768944003e-01,1.348855297076402282e+00,8.553608595177554230e-01,2.327309298222766665e-01,-1.715554748789116790e-01,1.000000000000000000e+00
7.589692204932672048e-01,-7.728252145375718030e-01,-2.368186067400088746e-01,-4.853635478291034588e-01,8.187413938632255583e-02,4.446106583273008450e-01,-6.894785813538685249e-01,-4.939217490483558959e-01,-1.991049212092071696e-01,-2.996322876238635136e-01,0.000000000000000000e+00
2.314658566673508666e+00,-1.867265192591748280e+00,6.862601903745135790e-01,-1.612715871189651873e+00,-4.719318657894335245e-01,2.017338616317468691e+00,-1.471897838057826924e+00,7.086032032159919059e-01,-1.099537446085850911e+00,-4.378507517854162145e-01,0.000000000000000000e+00
1.088950596967366291e+00,6.428001909546277037e-02,-1.077744777929306119e+00,-7.153037092599682234e-01,6.795977489346758382e-01,1.085376577654453945e+00,-3.186367137323486975e-02,-9.732176679291149046e-01,-4.144279271279927013e-01,2.467903855090556320e-01,0.000000000000000000e+00
-7.303666317171366718e-01,2.164585895819748640e-01,4.557183990381376976e-02,-6.516003476058168653e-01,2.143944089325325653e+00,-9.991905755769715514e-01,1.735622406167420528e-01,3.889140837963205727e-02,-6.471244126541259023e-01,1.970811460952157868e+00,1.000000000000000000e+00
6.339190223180112271e-01,-2.025142586657607158e+00,1.864543147694276426e-01,-6.617864647683879831e-01,8.524333347962239626e-01,5.027282450535548453e-01,-1.313539398198823482e+00,1.305885515369315519e-01,-6.707705254893114866e-01,6.697767638363936182e-01,0.000000000000000000e+00
-7.925207384327006555e-01,-1.147364414668990140e-01,5.049872789804571438e-01,8.657551941701214782e-01,-1.200296407055776227e+00,-4.096442897873101563e-01,-3.607920499596529162e-01,1.496801190059089959e-01,4.339797052551031542e-01,-9.989053155805456274e-01,0.000000000000000000e+00
-3.345012358409483744e-01,-4.749453111609561740e-01,-6.533292325737118933e-01,1.765454240281096876e+00,4.049817109609555321e-01,-3.049367811354476987e-01,-5.521661833618800586e-01,-7.532802524069259764e-01,1.429137892577064139e+00,5.033448351754113981e-01,1.000000000000000000e+00
-1.260883954335045187e+00,9.178619470547760839e-01,2.122156197012633250e+00,1.032465260551146846e+00,-1.519369965954013413e+00,-8.628944344675634204e-01,1.009725744944732995e+00,1.891283851410791916e+00,6.098907425852172492e-01,-1.131031013273235963e+00,1.000000000000000000e+00
-4.842340728662513638e-01,1.266911149186622731e+00,-7.076694656187807464e-01,4.438194281462284341e-01,7.746340534293367774e-01,-3.171541647675843456e-01,1.217536220729716234e+00,-4.863371409946855572e-01,1.195722414671251121e-01,3.939803398676280377e-01,1.000000000000000000e+00
-9.269304715780829484e-01,-5.952535606180008043e-02,-3.241267340069072578e+00,-1.024387641334289833e+00,-2.525681513931603006e-01,-6.732123308719411003e-01,-1.202466142128556514e-01,-2.383004063744572854e+00,-9.042482564495670783e-01,-2.162355936200020257e-01,0.000000000000000000e+00
-1.247783181964849497e+00,1.632411303931635249e+00,-1.430141377960632676e+00,-4.400444866969837610e-01,1.307405772860913418e-01,-1.052489541185539057e+00,1.476809443369452302e+00,-1.079181455268002576e+00,-4.498668243944302647e-01,3.755906718359612595e-02,0.000000000000000000e+00
1.441273289066115515e+00,-1.435862151179439383e+00,1.163163752154959596e+00,1.023306101958704889e-02,-9.815086510479509307e-01,9.097024704257505867e-01,-1.080446552445144981e+00,9.591291286858110166e-01,-9.940925694872135288e-02,-1.134113498559571553e+00,0.000000000000000000e+00
4.621034742632707526e-01,1.990596955734700302e-01,-6.002168771587946816e-01,6.980208499001885891e-02,-3.853135968617599216e-01,1.453767499256111706e-01,4.593026782589735846e-01,-8.253756254603890063e-01,1.491305873600673459e-01,-4.463061241368488363e-01,0.000000000000000000e+00
1.135173452512479864e-01,6.621306745210463474e-01,1.586016816145352060e+00,-1.237815498826849048e+00,2.133033374656266634e+00,2.326843790920617994e-01,5.446064583821915717e-01,1.214740113564047874e+00,-9.744428386314234469e-01,1.669718635321720379e+00,1.000000000000000000e+00
-1.952087799522501887e+00,-1.517850950355832396e-01,5.883172064845761939e-01,2.809918677350327076e-01,-6.226995198205939053e-01,-1.557778588514225016e+00,8.369834674604982594e-02,4.651769011069121773e-01,1.671622880858026627e-01,-5.211498021548436332e-01,0.000000000000000000e+00
-2.081222503572753291e-01,-4.930009346588331010e-01,-5.893647569442117540e-01,8.496020970210249601e-01,3.570154859650473411e-01,-1.942002492072652242e-01,1.340016343714573455e-01,-8.087036590085466825e-02,7.162842632791164288e-01,-1.083389596342376748e-02,1.000000000000000000e+00
-6.929095952606542097e-01,8.995998754332507064e-01,3.072995208766093334e-01,8.128621188389600905e-01,6.296288419236122369e-01,-6.391056846729938901e-01,8.392997313560938144e-01,3.832309431210229045e-01,4.519842868502416677e-01,7.340361901483848373e-01,1.000000000000000000e+00
-8.289950109220725061e-01,-5.601810401969696818e-01,7.472936051232618171e-01,6.103702654334648425e-01,-2.090159396414813242e-02,-7.242337778338083787e-01,-4.382791989986070669e-01,9.050471204405151626e-01,5.093519371287075215e-01,-3.714188694960628839e-02,1.000000000000000000e+00
1.173273833087819934e-01,1.277664895788424904e+00,-5.915713888358299366e-01,5.470973811700376999e-01,-2.021926524338939768e-01,3.032442655446534463e-01,1.166621313674935712e+00,-3.537495698897183405e-01,4.677984035049569389e-01,-1.542435066150026068e-01,1.000000000000000000e+00
-2.176812032272203712e-01,1.098776851987190328e+00,8.254163489880298465e-01,8.135096360006385252e-01,1.305478807154329068e+00,-2.411937789553816325e-01,8.059653099489754169e-01,5.180724338005281426e-01,3.501983369290148085e-01,1.124511373391430702e+00,1.000000000000000000e+00
2.100384163275904881e-02,6.819529712949639055e-01,-3.102667565934560390e-01,3.241663524884421110e-01,-1.301430543676845852e-01,-2.514098693541064744e-01,1.023155918140917553e+00,-2.247885620447945820e-01,4.584718328648260677e-01,-2.617296942748819077e-01,1.000000000000000000e+00
9.699596499271818939e-02,5.951570254369136226e-01,-8.182206832334725233e-01,2.092387275685460235e+00,-1.006017381499701990e+00,2.263271271022091746e-01,5.121398278887272504e-01,-6.073318173339314896e-01,1.497623079502969246e+00,-7.135427105732223829e-01,1.000000000000000000e+00
-1.214188612787732158e+00,1.158110873500067806e+00,7.916626939629358706e-01,6.241198170521551347e-01,6.283455092642799000e-01,-1.012326223003129133e+00,8.719020347549516492e-01,4.454990412162124214e-01,5.173578134830111308e-01,4.292614782077873725e-01,1.000000000000000000e+00
-1.224677284691462302e-02,-8.972543714858315367e-01,7.580455819372633464e-02,-6.771617115121116859e-01,9.751197334177511555e-01,-3.518245170976410686e-03,-8.849412981926725319e-01,-1.623382876360314475e-02,-3.088470211026353995e-01,6.007786786047626393e-01,0.000000000000000000e+00
-1.470573815021386510e-01,-8.254971967925115450e-01,-3.213858416529934425e-01,4.129314542756244988e-01,-5.637245528039749320e-01,2.038697560781911333e-01,-4.409537191127216316e-01,-2.982620720578291751e-01,5.154805149632735173e-01,-3.362901435721001864e-01,0.000000000000000000e+00
-8.222203955664314501e-01,2.436872114919123034e-01,2.449665711087227749e-01,-5.069431753711297617e-01,-4.710383056183227724e-01,-6.618884279232466472e-01,3.683872517590776052e-01,5.170972234000017487e-01,-3.986878625831367651e-01,-7.849587273429675660e-02,0.000000000000000000e+00
2.320499373576362934e-01,-1.448084341497324123e+00,-1.407463774376555232e+00,-7.184442212524360105e-01,-2.134471517118472494e-01,2.434766845098541022e-01,-1.257938347480677788e+00,-1.542119124579439671e+00,-6.472551775783624839e-01,-2.579184667231149142e-02,0.000000000000000000e+00
3.109075655980045871e-01,1.475356216949551991e+00,8.576596232020193833e-01,-1.599385299634271118e-01,-1.901620790268883018e-02,1.294135421873868208e-02,1.295575242584126263e+00,9.272913827048241409e-01,6.155155774437170990e-02,1.693825467059349998e-01,1.000000000000000000e+00
-1.002529364637808840e+00,-1.851313599238990290e-02,-2.886586389201378777e-01,3.227185603380894885e-01,-8.272309435523229615e-01,-8.459573821804391436e-01,-3.165217024364831433e-01,-4.182859581279868566e-01,3.931138438321955531e-01,-7.659108761543181876e-01,0.000000000000000000e+00
5.193465142411722857e-01,1.532738913002577696e+00,-1.087601484568575944e-01,4.017117220989414594e-01,6.901439917111125144e-01,5.373824204346581146e-01,1.263185245416693636e+00,-3.614239562194088706e-01,1.976963736703272190e-01,2.325912475351988307e-01,1.000000000000000000e+00
-4.012204718858362607e-01,2.240924818104167715e-01,1.259240078179485987e-02,9.767609854883171905e-02,-7.730097838554664813e-01,-6.320511242769174531e-01,2.698252558636722864e-01,2.460623466331286480e-01,-8.083785056127266999e-02,-3.203803226644050817e-01,0.000000000000000000e+00
2.451017425894269630e-02,4.979982912454494759e-01,1.451143607795041701e+00,9.592708260852068625e-01,2.153182457511556347e+00,5.977715803029606811e-02,7.398645949082041096e-01,1.307294500082909705e+00,3.529456245289659400e-01,2.133448943890197125e+00,1.000000000000000000e+00
-7.673475628880495059e-01,8.723206367206781664e-01,1.833420057383517432e-01,2.189802933217672276e+00,-8.082982853551514690e-01,-5.937198357814783556e-01,5.436927488308046508e-01,3.975773450669193299e-01,1.782648714910855414e+00,-3.380772735301849075e-01,1.000000000000000000e+00
-8.397218421807760569e-01,-5.993926454440221541e-01,-2.123895724309806887e+00,-5.257550216807610477e-01,-7.591326615536979627e-01,-6.635199826271330759e-01,-7.351846421156825739e-01,-1.538976189938730199e+00,-4.371435663482885481e-01,-6.744633170389083832e-01,0.000000000000000000e+00
1.503937864762076304e-01,3.417559757771594375e-01,1.876170839215886232e+00,9.504238381860502516e-01,-5.769036556624030920e-01,3.277468089126147066e-01,9.431918843671927011e-02,1.912905671720189327e+00,9.875773454773485449e-01,-6.924497922756912560e-01,1.000000000000000000e+00
-8.984146713483579516e-01,4.919191715065057147e-01,-1.320233207020642174e+00,1.831458765854353743e+00,1.179440120721287011e+00,-6.518440341089821732e-01,1.262216371422206773e-01,-9.444417982276166468e-01,1.536978031379556242e+00,7.304155570131163344e-01,1.000000000000000000e+00
-4.691756521047047990e-01,-1.713134529090877933e+00,1.353872374165413284e+00,-1.145398452526178862e-01,1.237816311973461758e+00,-7.972614201247513188e-02,-1.103176151720905995e+00,1.051802424107698863e+00,1.752139626324436816e-01,6.535065360559597636e-01,1.000000000000000000e+00
-1.594427658794367098e+00,-5.993750229537728735e-01,5.243699718183165819e-03,4.698059376474205545e-02,-4.500654714792436395e-01,-1.474260030154300960e+00,-1.697721593582110500e-01,7.278023523881503587e-02,-1.018883705714404564e-01,-3.815281008654040074e-01,0.000000000000000000e+00
6.228499323474987470e-01,-1.067620429382594383e+00,-1.423794850212934948e-01,1.202956317118988594e-01,5.144388340587490172e-01,5.254648593216686425e-01,-7.900530279163098246e-01,1.347902376521578627e-01,3.238665715630426600e-01,7.326866588634901589e-01,1.000000000000000000e+00
7.116148780888895686e-01,-1.124642091837869007e+00,-1.534114170735622285e+00,1.277676821898509063e+00,3.323140119795916503e-01,5.861852597491011840e-01,-6.554546843332657025e-01,-1.383166401640521181e+00,9.163581816978761951e-01,2.375186832092247013e-01,0.000000000000000000e+00
-7.484865365565536166e-01,1.551151975522522930e+00,1.156746342928586663e-01,1.179297184063826442e+00,6.751848141010895199e-02,-8.126401279962587321e-01,1.267713256534065636e+00,-3.783800907198919816e-02,1.098956959609515671e+00,1.144793651977420446e-01,1.000000000000000000e+00
2.060747924881987103e+00,1.755340842443204430e+00,-2.489641484790734993e-01,9.715709509543554168e-01,6.453759495851475458e-01,1.839857340323858947e+00,1.385250344414410417e+00,-2.609633217028402563e-01,4.855050822573457325e-01,7.914201525289596972e-01,1.000000000000000000e+00
1.368631557532348664e+00,-9.649234605801044751e-01,6.860514599984393058e-01,1.058424486849587787e+00,-1.758739486423114284e+00,1.559839907196442610e+00,-8.385462922748359027e-01,1.279246082456851341e-01,8.937666493529080602e-01,-1.487810651504971382e+00,1.000000000000000000e+00
-1.183258512665775086e+00,-2.039232177760100573e+00,-2.694068344445576524e-01,7.175422557959620917e-01,1.502357052096028101e+00,-9.500080250293863049e-01,-1.693463940483593611e+00,-1.879097858721367753e-01,1.770962163475877649e-01,1.608991933020741616e+00,0.000000000000000000e+00
7.409478041977518581e-02,1.628615545571291845e+00,-1.380101458214891386e+00,-1.703382439355154654e+00,-5.554769889661877874e-02,1.602800419905734963e-01,9.933321251952274000e-01,-1.481306907362118341e+00,-1.416133448672474593e+00,3.539807223821955229e-01,0.000000000000000000e+00
3.840654489393072746e-01,-3.269474809409311095e-02,-2.067442100039876607e+00,-8.912003951278840708e-02,-1.304469500504853219e+00,3.241560543145112772e-01,2.669515424619323465e-02,-1.643341817445377551e+00,1.677476716535197809e-02,-1.069797868139979125e+00,0.000000000000000000e+00
6.696725488300384610e-01,3.665982460968482681e-01,-9.398797863273552489e-01,-5.138669173366935405e-01,-1.059213521888951570e+00,3.930211050825957453e-01,2.852118148346698967e-01,-5.788458778348343214e-01,-5.152872441155740280e-01,-9.628776703150038196e-01,0.000000000000000000e+00
-6.267909727317187707e-02,9.551423205012382622e-01,-9.857260463355437263e-01,5.040465155178444068e-01,-5.302576183724407866e-01,-4.142953333789406445e-01,9.131860012165657903e-01,-8.839561291972022339e-01,1.931496866630821319e-01,-2.847584854198901283e-01,0.000000000000000000e+00
-7.928728322623441738e-01,-1.070303599545578271e-01,-1.035242322419374084e+00,-5.536493053471820414e-01,-1.197877892588848470e+00,-7.754529624289483447e-01,-6.691958867592433247e-02,-4.927706838981251725e-01,-2.736957504185589807e-01,-1.027807302574850423e+00,0.000000000000000000e+00
1.964725132916389283e+00,3.526355197172861139e-02,-6.997255079925853716e-01,2.139799107342219564e-01,-1.123280496908296289e-01,1.293388430142765388e+00,-4.329898736435446038e-03,-8.518805862777658611e-01,1.504913706179928923e-01,-3.211734831661309242e-01,1.000000000000000000e+00
-2.209695995332225937e-01,6.141667000434252177e-01,7.575077100473051050e-01,-5.305011476105274681e-01,-5.758182406446800128e-01,1.640447359852453824e-01,3.170947540332141878e-01,8.442583043642105656e-01,-5.223150474945562616e-01,-2.044068618111480329e-01,1.000000000000000000e+00
-2.750516971516440146e-01,-2.301921164735584835e+00,-1.515191062198552041e+00,1.366874267444524449e+00,1.644967713501283679e+00,-2.430632965059630335e-01,-1.827106284424115712e+00,-1.077125438477457564e+00,1.101878598186474933e+00,1.559263648256443036e+00,0.000000000000000000e+00
-2.490360395563783191e-01,5.765569630557664249e-01,3.112501545435361061e-01,3.078880808455237705e+00,1.119574911434576769e+00,-2.684126974545367750e-01,6.088930166078455608e-01,-9.420652602730875125e-02,2.990438475153307962e+00,9.267622499003735914e-01,1.000000000000000000e+00
-1.279175914807665349e-01,-9.555404406004257556e-01,-1.606446320257572502e+00,2.034636358672231027e-01,-7.563507452843033496e-01,7.549669177294787703e-02,-9.931001506971127712e-01,-7.429981963979517268e-01,3.934714786500872474e-01,-8.576535469730781625e-01,0.000000000000000000e+00
-1.422253709597674165e+00,-6.465728842425266798e-01,-1.081548003614395181e+00,1.687141635072564760e+00,8.816397569494505149e-01,-1.362153188249316971e+00,-4.997635566578734756e-01,-8.779874599923094269e-01,1.582228041695619813e+00,4.594065553160832094e-01,0.000000000000000000e+00
-7.972641316617375476e-03,1.479944138890026295e+00,7.736830764761830348e-02,-8.612842013282636655e-01,1.523124077269657262e+00,-1.597509206542043203e-01,1.230563901417917938e+00,-1.136021583130316648e-01,-6.019180972641382521e-01,1.239945119499556547e+00,1.000000000000000000e+00
5.389100436846586684e-01,-1.037246154326456393e+00,-1.903386780836081871e-01,-8.756182533847574057e-01,-1.382799730964336282e+00,4.447424887974511520e-01,-9.734098801848179994e-01,-4.336883814236898727e-01,-6.671975481923765328e-01,-1.206213991672475450e+00,0.000000000000000000e+00
9.261775475316413875e-01,1.909416640470130488e+00,-1.398567573819141208e+00,5.629692366905708623e-01,-6.506425691218271634e-01,9.466958363100090867e-01,1.409962051394504590e+00,-1.162857664587247930e+00,-2.884106831362642787e-02,-5.887326417257833233e-01,1.000000000000000000e+00
