feature_1,feature_2,target
-2.348320161651196170e-02,-1.157935904967028584e+00,1.000000000000000000e+00
-1.306808227748798146e+01,4.702151327258986768e+00,0.000000000000000000e+00
-3.899984955768531214e-01,-9.822480831835607162e-01,1.000000000000000000e+00
4.867626025772138654e+00,7.446572313793330400e-01,0.000000000000000000e+00
2.844966370564577574e+00,8.467150606100459775e-01,0.000000000000000000e+00
-3.595629999454455827e+00,-9.259844136855485131e-01,1.000000000000000000e+00
5.514191125866130250e+00,-2.396806969779653240e+00,0.000000000000000000e+00
4.233763522487778985e-01,-3.664089429653122565e+00,1.000000000000000000e+00
1.564146530822360326e+00,8.586128991616166495e-01,0.000000000000000000e+00
-1.283023455053807993e+00,-2.204133088955567477e+00,1.000000000000000000e+00
2.367922482667923045e+00,-9.924252014452119575e-01,0.000000000000000000e+00
1.894206008111951833e+00,1.582805911651017361e-01,0.000000000000000000e+00
-1.349608509982138926e+01,5.809589656126606272e+00,0.000000000000000000e+00
4.539813967798627559e+00,9.337346177786997048e-01,0.000000000000000000e+00
4.605723731795384523e+00,-1.714050623293000619e+00,0.000000000000000000e+00
-1.183434479397520356e+01,4.886787965862833261e+00,0.000000000000000000e+00
4.627514854381489684e+00,-5.740248353791199687e-02,0.000000000000000000e+00
4.995894298800655164e+00,-2.208480734519442379e-01,0.000000000000000000e+00
-1.586418644892294338e+00,-2.756532243571941709e+00,1.000000000000000000e+00
-4.237126343764058056e+00,-3.314328870020661455e+00,1.000000000000000000e+00
-1.284659628625058758e+01,3.754950655374468926e+00,0.000000000000000000e+00
-1.298779877609580069e+01,6.347165055235746145e+00,0.000000000000000000e+00
-3.954505495506798862e+00,-1.949806732764052253e+00,1.000000000000000000e+00
-3.944995904461259695e+00,-2.339228786480501920e+00,1.000000000000000000e+00
8.794221739015009032e-01,-2.753506650659862665e+00,1.000000000000000000e+00
1.556640293478080750e+00,-7.508468619177233183e-01,0.000000000000000000e+00
5.711290779153897823e+00,-1.864993762168311253e+00,0.000000000000000000e+00
-1.170434854915098200e+01,4.459180218873518342e+00,0.000000000000000000e+00
-8.754859854292921240e-01,-4.936716130502947220e-01,1.000000000000000000e+00
4.115982068987799281e+00,-2.121462883816556122e+00,0.000000000000000000e+00
1.828902681944567954e+00,-2.015922036830552599e+00,1.000000000000000000e+00
6.840323800005145394e+00,-7.000233555389646645e-01,0.000000000000000000e+00
-2.330169420612265618e+00,-1.793675989558855211e+00,1.000000000000000000e+00
-2.667325365952057048e+00,-2.163705326232470583e+00,1.000000000000000000e+00
-2.872629016127362878e+00,-1.865514725251330219e+00,1.000000000000000000e+00
2.920809380609773465e-01,-2.396193114076227815e+00,1.000000000000000000e+00
4.616604139712430666e+00,-2.643409305378424889e+00,0.000000000000000000e+00
2.551098969744087341e+00,-2.116069692069380004e+00,0.000000000000000000e+00
-1.381004856865825658e+01,7.338691329052899448e+00,0.000000000000000000e+00
-1.621142915068152224e-01,-7.074169222458559503e-01,1.000000000000000000e+00
5.452155630144522647e+00,-4.240367529671571489e-01,0.000000000000000000e+00
2.692434360060918852e+00,-2.650991629735698574e+00,0.000000000000000000e+00
3.206193385967384124e+00,-1.919267151307582076e-01,0.000000000000000000e+00
6.398722744358413372e+00,-1.963768638260345867e-01,0.000000000000000000e+00
7.065301899045348666e-01,-1.894782872888060021e+00,1.000000000000000000e+00
3.646734517211123183e+00,-6.810884448363361265e-01,0.000000000000000000e+00
5.520974616673903768e+00,6.333446500216554087e-01,0.000000000000000000e+00
1.069850560249215432e+00,-6.083226509157944939e+00,1.000000000000000000e+00
-1.459929955299933546e+01,4.538882313128111079e+00,0.000000000000000000e+00
-1.440722983978421023e+00,-2.677368654389630898e+00,1.000000000000000000e+00
-4.113924300386638144e+00,-9.756956799133555958e-01,1.000000000000000000e+00
1.970724236438573973e+00,-2.815664879161824175e+00,1.000000000000000000e+00
2.543800974997190156e+00,1.771920606629362904e+00,0.000000000000000000e+00
-4.065398756892990129e+00,-1.210556532621175796e+00,1.000000000000000000e+00
-2.638196817374125924e+00,-8.192428251774976911e-01,1.000000000000000000e+00
-1.361743390335807824e-01,1.305809985193006062e-01,0.000000000000000000e+00
-1.233082202275815753e+01,5.272632123169319840e+00,0.000000000000000000e+00
4.600546969937111541e+00,-3.037208072246277979e+00,0.000000000000000000e+00
-2.100392796711091581e+00,-2.487888397722259004e+00,1.000000000000000000e+00
-1.288617573309215736e+01,5.064195447284948415e+00,0.000000000000000000e+00
-1.260464786400639881e+01,5.358358395832926391e+00,0.000000000000000000e+00
2.168301520415818029e+00,6.764771463734398083e-02,0.000000000000000000e+00
-2.183903540557539991e+00,-1.590185629453443772e+00,1.000000000000000000e+00
-2.098362356578600707e+00,-1.509762777351836283e+00,1.000000000000000000e+00
-1.294841883930798687e+00,-2.794209150567470434e+00,1.000000000000000000e+00
-4.852086787094330722e-01,-2.269608429643282577e+00,1.000000000000000000e+00
1.691050026623462932e+00,-8.060579473228222103e-01,0.000000000000000000e+00
-3.035009168638932220e+00,-2.265766302786825115e+00,1.000000000000000000e+00
-1.425898980871712673e+01,4.689736694508180648e+00,0.000000000000000000e+00
-7.576965750129089905e-01,-1.715709147190213057e+00,0.000000000000000000e+00
2.776643238354844723e+00,-1.405672923882291148e+00,0.000000000000000000e+00
6.562740302161320649e+00,1.463528494387572598e-01,0.000000000000000000e+00
3.885993846830174903e+00,-8.610738276103413469e-01,0.000000000000000000e+00
-1.538544891292167094e+00,-1.004512676151017914e+00,1.000000000000000000e+00
-3.149694003547398147e+00,-1.634095940823925286e+00,1.000000000000000000e+00
-1.263303907974786355e+01,3.887309539721853113e+00,0.000000000000000000e+00
4.902009660909022459e-01,-3.543800352730370751e+00,1.000000000000000000e+00
-4.073555882984339682e+00,-3.724698713115963677e-01,1.000000000000000000e+00
1.636777046987758499e+00,-2.206168730541787859e+00,0.000000000000000000e+00
5.202526040852918143e+00,-9.543874363195574695e-01,0.000000000000000000e+00
-2.842328591952812733e+00,-5.797576005675518784e-01,1.000000000000000000e+00
-1.463191143754304813e+00,-2.725314284488726813e+00,1.000000000000000000e+00
8.564787621225931069e-01,-3.158678497115457784e+00,1.000000000000000000e+00
1.193345069628602984e+00,-2.599512086845900072e+00,1.000000000000000000e+00
-1.840887805692275503e+00,-5.881116646392769987e-02,1.000000000000000000e+00
3.886365075992262774e+00,-2.093172568648204113e+00,0.000000000000000000e+00
6.973749722061499678e-01,-2.587487948825128559e+00,1.000000000000000000e+00
2.845206790103797623e+00,-1.336441260461047609e+00,0.000000000000000000e+00
-7.981232372943312114e-01,-4.674734771122164290e+00,1.000000000000000000e+00
-1.869838770822854102e+00,-1.978640729788957220e+00,1.000000000000000000e+00
4.798229331729672253e+00,-2.558586698447671282e+00,0.000000000000000000e+00
-1.328983753246202149e+01,7.228334895247819247e+00,0.000000000000000000e+00
4.085124211643443637e+00,-2.638185503746975358e-01,0.000000000000000000e+00
4.766838518631898225e+00,-3.335751854117517956e-01,0.000000000000000000e+00
-2.953742907166934106e+00,-2.950626410758008689e+00,1.000000000000000000e+00
-1.304383157476244115e+01,5.360821147741916981e+00,0.000000000000000000e+00
5.489765367132180884e+00,2.222080253661185001e-02,0.000000000000000000e+00
-1.266419421127275058e+01,6.566237840195217501e+00,0.000000000000000000e+00
-3.533049819572941175e+00,-3.107051499707437436e+00,1.000000000000000000e+00
2.265505901868067051e-01,-3.271906125037711277e+00,1.000000000000000000e+00
1.279917336592464983e+00,-3.559515272036491762e+00,1.000000000000000000e+00
-1.524903365136823119e+00,4.937444557184811345e-01,1.000000000000000000e+00
2.988558044036620842e+00,1.744336883141982542e-01,0.000000000000000000e+00
3.085044694442512503e-01,-4.546520120878028592e+00,1.000000000000000000e+00
-2.373700287008275289e+00,-6.464426706118755472e-01,1.000000000000000000e+00
2.260107979730312522e+00,2.267898823616865123e-02,0.000000000000000000e+00
-1.292871601972294116e+01,4.206420683227006130e+00,0.000000000000000000e+00
3.477031093269614459e+00,-1.723176708201223928e-01,0.000000000000000000e+00
-6.932404998554364539e-01,-5.388074002131584272e+00,1.000000000000000000e+00
-3.247493231295324634e+00,1.680759135404219062e+00,1.000000000000000000e+00
-1.377757206248409894e+01,6.506543485449198805e+00,0.000000000000000000e+00
4.780460007543491097e-01,-1.842681602183270151e+00,1.000000000000000000e+00
-1.553563574462567765e+00,-8.815367478858642247e-01,1.000000000000000000e+00
-2.773455385538069251e+00,-2.868930237064046818e+00,1.000000000000000000e+00
-1.437757106352735725e+01,5.839944005796359860e+00,0.000000000000000000e+00
1.320722281610510862e+00,-7.949314821885966609e-01,1.000000000000000000e+00
-1.330431275161749127e+01,6.132353751778913065e+00,0.000000000000000000e+00
9.642007991021501745e-01,-1.175555578722174532e+00,0.000000000000000000e+00
-1.005509741068300933e+00,-3.039822018474993559e-01,1.000000000000000000e+00
3.641681638556231171e+00,1.003411881070126466e-01,0.000000000000000000e+00
-9.059668665686155808e-01,-1.573800220302218555e+00,1.000000000000000000e+00
-3.276036574990723871e+00,-2.362868886649941658e+00,1.000000000000000000e+00
-9.370086084990147945e-02,1.242253951471545825e-01,1.000000000000000000e+00
-4.864460725919151907e-01,-1.600905927809937568e+00,1.000000000000000000e+00
6.043380728748562802e+00,-4.808660642094801374e-01,0.000000000000000000e+00
2.275448514698888314e+00,-1.184322440514756325e+00,0.000000000000000000e+00
1.403677782558854448e+00,-2.047653582967489339e+00,1.000000000000000000e+00
4.856582459186067346e+00,-1.737816272148501984e+00,0.000000000000000000e+00
3.397012421308914121e+00,4.084671356962358280e-01,0.000000000000000000e+00
-1.387966761966073825e+01,5.483625309823143112e+00,0.000000000000000000e+00
-2.758180305105734753e+00,1.898665121945961598e-01,1.000000000000000000e+00
3.437572528549365902e+00,-3.993025455012522151e-02,0.000000000000000000e+00
1.781517671178811213e+00,-1.018983652453691491e+00,0.000000000000000000e+00
4.112339510546238586e+00,-2.540169008175212184e+00,0.000000000000000000e+00
-3.431966047247584140e+00,-2.351558099779648359e+00,1.000000000000000000e+00
-1.334458473625228514e+01,6.897651475061781667e+00,0.000000000000000000e+00
6.195090650511436703e-01,-2.812763134292584510e+00,1.000000000000000000e+00
-1.332501475342370689e+01,3.796573326096318368e+00,0.000000000000000000e+00
3.361553277690709218e-01,-3.114652561809608144e+00,1.000000000000000000e+00
-4.558127392658056221e-01,-3.515358965394643320e+00,1.000000000000000000e+00
-1.389568776201153488e+00,-7.003519622063747452e-01,1.000000000000000000e+00
-1.359753663604540819e+01,5.086093393616518021e+00,0.000000000000000000e+00
5.378545036366193521e-01,3.971780871191930018e-01,1.000000000000000000e+00
-1.677721547531912050e+00,-1.687329047087889888e+00,1.000000000000000000e+00
-1.312674462705427025e+01,4.776482602137428479e+00,0.000000000000000000e+00
-1.205980241304021661e+01,3.934347354828534371e+00,0.000000000000000000e+00
-2.944343001709903263e+00,1.123300260289188390e-01,1.000000000000000000e+00
-3.643523718431418423e+00,-4.103390724585551652e+00,1.000000000000000000e+00
3.165523736351127493e+00,-1.001588262449379263e+00,0.000000000000000000e+00
-9.275338448369891964e-01,-1.325397035843505433e+00,1.000000000000000000e+00
4.974930972517981331e+00,1.610021586109577907e-02,0.000000000000000000e+00
-1.291212369558735418e+01,5.914287478766093287e+00,0.000000000000000000e+00
-1.227052664348847522e+01,5.243545415386800634e+00,0.000000000000000000e+00
-2.388585502247527970e+00,-1.691178964309732580e+00,1.000000000000000000e+00
-3.753387746429978633e-01,-2.955689726304067566e+00,1.000000000000000000e+00
-3.710563150022160528e+00,-4.823876148594805624e-01,1.000000000000000000e+00
1.654575754134091081e+00,-1.251502546052893017e+00,0.000000000000000000e+00
5.376515854713137088e+00,-1.712842152309244304e+00,0.000000000000000000e+00
-1.453515344063595371e+01,6.329991587892454419e+00,0.000000000000000000e+00
2.373412722226136307e+00,-3.923871706617437560e+00,1.000000000000000000e+00
-1.389223616927157678e+01,6.646550790719860657e+00,0.000000000000000000e+00
-1.370035156336583171e+01,6.910918736730010004e+00,0.000000000000000000e+00
-4.068600061575382010e-01,-3.290452966185575701e+00,1.000000000000000000e+00
4.842845396872757391e+00,-1.278711678644458338e+00,0.000000000000000000e+00
-2.768260409339012629e+00,-2.264139482535826087e+00,1.000000000000000000e+00
6.055038787810042678e+00,-1.204462559615397943e+00,0.000000000000000000e+00
-7.669618134745019855e-01,-3.539908592882537341e+00,1.000000000000000000e+00
-1.354793291415112844e+00,-1.162781982622973942e+00,1.000000000000000000e+00
-2.835290643477730854e-01,-4.249440619220736792e+00,1.000000000000000000e+00
-2.630453513547030830e+00,-6.084135913544465035e-01,1.000000000000000000e+00
-1.273719002149593571e+01,4.731790446458843391e+00,0.000000000000000000e+00
-2.324917945695391897e+00,-1.213055852034149895e+00,1.000000000000000000e+00
-1.470286294238130331e+01,3.258728302992227377e+00,0.000000000000000000e+00
-6.079666943731978357e-01,-2.309025715695963932e+00,1.000000000000000000e+00
6.426750642611279041e+00,-6.196122732178346304e-01,0.000000000000000000e+00
-2.699380869879474787e+00,-1.074066095383836572e+00,1.000000000000000000e+00
5.155567293408576113e+00,-1.860775954809069876e+00,0.000000000000000000e+00
1.710745550518591784e+00,-9.281401125959320986e-01,0.000000000000000000e+00
-1.349517444012319345e+01,5.082713452062711745e+00,0.000000000000000000e+00
-2.906439336654834005e+00,-1.509302412287227391e+00,1.000000000000000000e+00
3.222037345051574242e+00,-5.199532246659527290e-01,0.000000000000000000e+00
-3.293497416554530766e+00,-2.471787669164121404e+00,1.000000000000000000e+00
5.057464922147251407e+00,-4.870663212103572004e-01,0.000000000000000000e+00
4.894017046278307248e+00,9.411504047645894433e-01,0.000000000000000000e+00
2.512312707216866059e-01,-2.757643061304747789e+00,1.000000000000000000e+00
-1.386636684495700678e+01,4.050873162764086821e+00,0.000000000000000000e+00
-2.582280500410223834e+00,-2.358705087431515413e+00,1.000000000000000000e+00
-1.193715541487153198e+00,-4.323003667259932570e-01,1.000000000000000000e+00
-4.139152329690305443e+00,-4.433698915935249119e+00,1.000000000000000000e+00
-1.253317697792182450e+01,4.328482488395080097e+00,0.000000000000000000e+00
6.054895851152582331e+00,-6.677684261005842892e-01,0.000000000000000000e+00
1.599713328855030703e+00,-5.375963999103953173e-01,0.000000000000000000e+00
8.929061912661566680e-01,-2.381268329747561641e+00,1.000000000000000000e+00
8.760875304949360398e-01,-5.066876473236190392e-01,0.000000000000000000e+00
-1.266174778399667566e+01,5.147987820298318695e+00,0.000000000000000000e+00
-1.299109714385944025e+00,-2.002943782263449712e+00,1.000000000000000000e+00
5.259664116028063496e+00,-7.679816556047863729e-01,0.000000000000000000e+00
4.485707547444469645e-01,-2.869722886061644385e+00,1.000000000000000000e+00
-3.032157943503431263e-01,-2.914901954385332505e+00,1.000000000000000000e+00
-3.256171110949344638e-01,-1.320652534661083344e+00,1.000000000000000000e+00
2.725533036622197702e+00,-2.604601750513721115e+00,0.000000000000000000e+00
5.655441636727736032e-01,-2.912986082331856075e+00,1.000000000000000000e+00
-9.255335546033651717e-01,-2.177314334570849663e+00,1.000000000000000000e+00
-1.010806187764376585e+00,-2.615556798162324892e+00,1.000000000000000000e+00
3.070427858856433989e+00,1.499134119954055322e+00,0.000000000000000000e+00
-1.738819175855640831e+00,-9.561184230399818462e-01,1.000000000000000000e+00
4.453040335229203617e-01,-1.091994568001547039e+00,1.000000000000000000e+00
-1.068280916302060790e+00,1.048069399848454708e-01,1.000000000000000000e+00
-9.276138134014704217e-01,-4.699058768737689462e+00,1.000000000000000000e+00
2.814834196459727433e+00,2.842236212664359662e-01,0.000000000000000000e+00
-1.382602803174785677e+01,6.030117040968468345e+00,0.000000000000000000e+00
-3.389693156546834452e+00,-1.763181448895689174e+00,1.000000000000000000e+00
4.316927543831525771e-01,-3.387153724908412933e+00,1.000000000000000000e+00
-1.328969237319020280e+00,-1.023313785913657181e+00,1.000000000000000000e+00
-9.409208343538990604e-01,-1.366428887308006157e+00,1.000000000000000000e+00
-3.010000192807614106e+00,-1.243756153577384449e+00,1.000000000000000000e+00
-4.236930153414986577e+00,-4.384610645722291089e+00,1.000000000000000000e+00
-1.870381831059047650e+00,-2.122131336760023856e+00,1.000000000000000000e+00
-1.287465119095909571e+01,6.068120004896132791e+00,0.000000000000000000e+00
2.785140506741894395e-01,-2.682193934110721489e+00,1.000000000000000000e+00
-1.329440419582171451e+01,6.139034956984933622e+00,0.000000000000000000e+00
-1.187269005092753105e+01,6.106244147201952188e+00,0.000000000000000000e+00
3.162464137997877955e+00,6.185854666547200287e-01,0.000000000000000000e+00
-1.387798956838982356e+01,4.902057140452054540e+00,0.000000000000000000e+00
1.128641907231623664e-01,-3.364504588261295837e+00,1.000000000000000000e+00
-2.248342914994826636e+00,-2.901924980652632158e+00,1.000000000000000000e+00
-4.485379050637730458e+00,-3.273157244421417644e+00,1.000000000000000000e+00
-3.237197940229627147e+00,-1.965576481767916883e+00,1.000000000000000000e+00
-4.682145133610208454e+00,-3.476090779834704048e-01,1.000000000000000000e+00
-3.724948018594802512e+00,-2.120126280953550157e+00,1.000000000000000000e+00
2.291209800275041175e+00,-3.897741635223107570e-01,0.000000000000000000e+00
-7.054777586245908338e-02,-8.865955969505814327e-01,1.000000000000000000e+00
2.656751690907345420e+00,-3.060041261270864399e-01,0.000000000000000000e+00
2.597088110307411490e+00,-2.919083133487687665e-02,0.000000000000000000e+00
6.290320818153276594e-01,-2.401154926918944721e+00,1.000000000000000000e+00
-3.000022600479826718e+00,-9.964092147365423147e-01,1.000000000000000000e+00
-1.433590558237332147e+01,6.510687112945213073e+00,0.000000000000000000e+00
-3.201030484377616503e+00,-1.497660237711444742e+00,1.000000000000000000e+00
2.547850784151626247e+00,-1.769066283785229343e+00,0.000000000000000000e+00
-1.743385403589434057e+00,-1.741277157932324515e+00,1.000000000000000000e+00
-3.346475897177777270e+00,-2.553275378315859268e+00,1.000000000000000000e+00
-1.140821204591739324e+01,4.387449493286156965e+00,0.000000000000000000e+00
-1.124608332735291150e+00,-6.722437564652490316e-01,1.000000000000000000e+00
3.470119199265749854e-01,-3.194092197323987303e+00,1.000000000000000000e+00
1.074694488375240731e-01,-3.017251015348146659e+00,1.000000000000000000e+00
-1.322610421903024225e+01,6.735986122219608241e+00,0.000000000000000000e+00
7.586529325431308202e-01,-1.253609035096896029e+00,0.000000000000000000e+00
5.073683427856611416e+00,-8.796473194346360325e-01,0.000000000000000000e+00
-1.870441816040207428e+00,-1.670878005467611782e+00,1.000000000000000000e+00
-1.257295755233874779e+01,7.304241585348343335e+00,0.000000000000000000e+00
2.249417390332827615e+00,-9.254584628051037987e-01,0.000000000000000000e+00
3.230864370179425293e+00,-8.095124042245838147e-02,0.000000000000000000e+00
2.037055812989142289e+00,1.650772884675490992e-01,0.000000000000000000e+00
3.383170640489414183e+00,-3.840219849793138907e-01,0.000000000000000000e+00
2.218913931818207619e+00,2.028847660733695601e+00,0.000000000000000000e+00
1.774692199326766362e+00,-1.854592534380417934e+00,1.000000000000000000e+00
1.508889094828842037e+00,9.576309788652881405e-02,0.000000000000000000e+00
5.587213545177645457e+00,-1.859928999348562151e+00,0.000000000000000000e+00
-2.313671696600166250e+00,-1.131190047557864009e+00,1.000000000000000000e+00
4.616007315725150661e+00,-2.238429860628799339e+00,0.000000000000000000e+00
3.269152346831183387e+00,-5.318232716434700968e-01,0.000000000000000000e+00
-1.879627266139947794e+00,1.077215209577971677e+00,1.000000000000000000e+00
-1.436542488743088697e+01,7.209804703035931794e+00,0.000000000000000000e+00
-1.850346126985032424e-01,-1.660697125237836858e+00,1.000000000000000000e+00
-1.967538163672081675e+00,-1.427069771948904275e+00,1.000000000000000000e+00
-6.815546976723898531e-01,-2.093668736657356533e+00,1.000000000000000000e+00
-1.305832787226358960e+01,6.166538017200821287e+00,0.000000000000000000e+00
-1.299881930765118376e+01,6.440225243557823553e+00,0.000000000000000000e+00
1.296161959460522928e+00,-6.130939266721558312e+00,1.000000000000000000e+00
4.468193068029823745e-01,-3.571769859645909317e+00,1.000000000000000000e+00
-2.765536647916971624e+00,-2.960889527983244562e+00,1.000000000000000000e+00
9.116698223312873495e-01,-4.257476453726274812e+00,1.000000000000000000e+00
-1.170734384063499789e+01,7.253411932707830800e+00,0.000000000000000000e+00
5.405402845004038781e+00,7.062817131472071130e-01,0.000000000000000000e+00
5.214095074583170231e+00,-1.150574821411494586e+00,0.000000000000000000e+00
-1.218121729210528770e+01,4.431018960201249079e+00,0.000000000000000000e+00
4.349345276200920374e+00,-2.174885849441356989e-01,0.000000000000000000e+00
3.398972882758237724e+00,-3.625703961962387645e-01,0.000000000000000000e+00
-3.293492209606225352e+00,-1.144982925624463688e+00,1.000000000000000000e+00
3.750481914242786097e+00,-1.398990971474703970e+00,0.000000000000000000e+00
4.035273557468305738e-01,-4.568709383446074135e+00,1.000000000000000000e+00
-1.386763773244944531e+01,5.069832699676325660e+00,0.000000000000000000e+00
-3.514335213363450006e+00,-2.313320707055290804e-01,1.000000000000000000e+00
-1.199909291639153786e+01,4.562926957392805072e+00,0.000000000000000000e+00
-1.119226856946879733e+00,-3.436087870970607749e+00,1.000000000000000000e+00
-3.233631983912284014e-01,-3.180101739320187804e+00,1.000000000000000000e+00
5.217354642865915437e+00,1.140883931705193088e+00,0.000000000000000000e+00
-2.004264015770118590e+00,-1.410061014609349517e+00,1.000000000000000000e+00
