feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,target
-4.235985817281770482e-01,-1.365617404190149209e+00,-9.741218462163683256e-01,7.034279167873087601e-01,-1.307369782230964006e+00,-1.597872134494837670e+00,-6.300249795338943581e-01,7.319555025098457568e-01,-1.969218079968896307e-01,-4.645810781156184954e-01,4.435879751560704853e-02,-1.745707432859652020e+00,4.947056537750326721e-01,3.834350314036443219e-01,-4.093084740957212420e-01,1.005924511796416621e+00,-1.127496098953038706e+00,1.127908993253569303e+00,1.544936655952511284e-01,-3.365525898781733805e-01,-1.987363536831156935e-02,-1.072647658109417423e-01,1.220282896417717255e+00,-1.076679127471013686e+00,-7.625192391465982489e-01,1.036302892072479720e+00,-5.955349351838592487e-01,9.005330773315916026e-01,1.699435983008709572e+00,-4.017950269416336595e-01,6.813623265753053770e-01,-1.153692281339858461e+00,7.547332980678091996e-01,1.994239859867671105e-01,4.730382821602152066e-01,-6.455720720353950171e-01,-1.661083415567172539e+00,5.032520647495047905e-01,-2.063403152479454494e+00,-3.173504922425348096e-01,9.411818664199697038e-01,1.918977358730360738e-01,1.948342644789812672e+00,1.025109152581773264e+00,-6.538983883255764518e-01,2.731337985143866831e-02,-4.737070254443594836e-02,-1.582176763346127224e+00,-9.403989164843532533e-01,-5.607609069798602519e-01,-2.036220502855936587e+00,4.749346825164295349e-02,-2.490718446530407193e-01,-1.672893901311574227e+00,4.042128652773319120e-01,7.158727446909592951e-01,2.270344788648888945e-01,-3.240681752089701884e-01,5.914421517518548832e-01,6.802203604766910994e-01,3.074035697196884076e-01,-8.246122504347609405e-01,2.766007655111806240e-01,1.195480650825478719e+00,-5.966290586117302119e-01,2.097939339132431247e+00,-5.256309339853844076e-01,3.240701334013621621e-02,-6.724855960063361726e-01,2.232708359202608683e-01,-1.742221692635275154e+00,-5.460417988167212133e-01,-1.092121200348567189e+00,1.353383478922909056e-01,9.944473755089073830e-01,6.460061871145514889e-01,-2.371659360858892285e+00,2.042069652927880341e+00,2.952799406208683752e-01,-7.764991404930002838e-01,1.571279189909405016e-01,1.761898225026920228e-01,-6.668487169515636692e-01,1.979166673420754974e-01,-6.074722876203072497e-01,-4.043619926900227646e-01,-6.862791357550844795e-01,-1.432671289739652742e+00,1.458364702153839010e-01,5.852994365163380897e-01,5.148835960763721298e-01,8.199252526352340809e-01,3.243402100148681799e-01,-5.327254982169035147e-01,8.396638644311887889e-01,-1.357517539841935017e+00,-9.006713825124801343e-01,-9.642000714232447089e-01,1.080056059139310243e+00,9.427885141400755842e-01,1.000000000000000000e+00
4.873052370449948434e-01,1.071929865211797228e+00,-8.792827824119880953e-01,3.485951198609804069e-01,-1.251744283831642268e-01,8.468821038849139171e-01,-1.152242325521975891e-01,-3.849428884100811743e-01,5.409085185609899815e-01,8.761691671912328339e-01,-6.683451948468016601e-01,-6.107567135237609857e-02,-1.058440633641652751e+00,-2.498061017492939406e+00,2.004596314137289947e-01,6.089053562546319354e-01,2.620668090867255273e-01,-1.949561717754367152e+00,-3.508494300764745666e-01,-2.218347760051081252e+00,1.369701107654184957e+00,-1.086054582118086254e+00,1.255403609459896375e+00,9.458696436841456112e-01,-9.005903525360619000e-01,-1.132784951267745255e+00,3.503702163863384178e-01,-8.443240371830713631e-01,1.024846421582075312e-01,-4.828275908069183386e-01,-1.781158414465633388e+00,-2.230468019124459023e+00,2.266842484945971736e-01,-5.615577463306253847e-01,-5.530898169141322818e-01,6.958638390937853524e-01,1.173442276632444825e+00,-2.725447213618091835e-01,-3.405987069098616038e-01,5.001430331138839724e-01,-1.356935569699575295e+00,2.231530547476970050e-01,5.518859718221540422e-01,6.802302084176291563e-01,-1.936752702502464896e+00,-7.613552698089406379e-01,-8.782632528234666225e-01,9.988695440921298296e-02,4.807445797679839594e-01,1.496710407445981383e+00,-4.949654803680733073e-01,-4.975724983092140730e-01,1.149672018878747037e+00,2.965769385303050898e-01,1.267651511187973812e+00,2.887280030098363093e-01,-1.157116618713270872e+00,-1.333128354777806557e+00,-1.551512249058929260e+00,6.620518347584732899e-01,1.188596823087008092e+00,1.849362141386380998e+00,8.431053323232401420e-01,1.162838577534985873e+00,-5.800163326536846853e-01,-1.156415816743856739e+00,8.500793324175532906e-01,4.176807522394006544e-01,1.074443743408925456e-01,3.873714806329898730e-01,3.231854824582058860e-01,1.283816859853561310e+00,1.294985584816955804e+00,5.442203523403470466e-01,8.458028725629281874e-01,5.140625524247758316e-01,-4.611697320346189177e-01,7.565646749131400561e-01,-1.394495068859261666e+00,1.053891552295883161e+00,-1.194522939766035075e+00,2.858032867947329358e-01,-8.451539584261589244e-01,5.533889830744267435e-01,-3.392522592790888497e-02,-1.594755958163332821e+00,4.206996310184788479e-01,-5.779207768327105921e-01,8.811467208133690887e-01,1.325688734407229471e-03,3.954209853880382708e-01,-9.575689550152122198e-01,-5.893322314273619078e-01,-4.586386361010845181e-01,8.567024802425556862e-01,1.677377087805489220e+00,-8.051717517428762516e-01,1.076848144657680306e+00,-2.169677417725702107e+00,-1.194189401092289327e+00,1.000000000000000000e+00
-9.587784561867747080e-01,-1.352508689440722112e+00,-1.583588389787579986e+00,4.129989121377975470e-01,-2.140676977278613835e-01,3.794053976051097177e-01,6.904726861215130240e-01,2.656169931725334554e-01,6.577631761503737184e-01,-6.953228624226938381e-02,-1.186993388305744856e+00,1.057814180820796146e+00,-5.891121327811269515e-01,-9.355962987624258931e-01,-1.779178758043981623e-01,-9.128109192965130347e-01,-4.174303819894322198e-01,3.440539215634664805e-01,3.483417392461270468e-01,-8.978300664256296804e-01,-4.877053729487446088e-01,1.074333004770243738e+00,4.964001177339411042e-01,2.075065039348541696e+00,1.180128173741527675e+00,1.144293068559939064e+00,-1.387868550455801930e+00,7.638603516334225851e-01,-5.310680169691064934e-02,-5.509818035382495482e-01,1.680153405325284233e-01,9.452115346114832173e-01,5.008315910042114849e-01,-8.784738013420596570e-01,7.424589135926201733e-01,-6.375875420759637979e-01,2.166831189642862143e-01,-3.033500674771342220e-01,-2.188662517356257109e-01,7.662429750405095330e-01,-1.040193719815897921e+00,1.945195074276933056e+00,-1.821086069294496346e+00,-5.976676832548570850e-01,3.702118899417408682e-01,5.843141664353096454e-01,-1.004757205717059926e-01,-5.739070300154288512e-02,4.105500853276165540e-01,-2.310694774576803057e-01,1.393181257934905881e+00,8.393491142316021891e-01,8.728243510056347132e-01,-9.661567233704171365e-01,-7.938842440570287318e-02,-3.004659487207037016e-01,-1.005601375689465726e+00,3.601641839457669358e-01,-5.376457577798164911e-01,6.554038298502370408e-01,-1.070191562894331705e+00,1.719040612841820970e+00,-8.963326585920617928e-01,2.193023372004360705e-01,7.918593103880675610e-01,-5.706404302001127915e-01,8.524686434329505902e-01,-1.229183597800416194e+00,1.452117699182560395e+00,1.414926496575829272e-02,-5.964114079688799253e-01,-2.991817724274346002e-01,8.089192693927194089e-01,-5.844552918504382077e-01,-7.493576894227775842e-01,-2.215365975837381707e-01,-1.176962112769968094e+00,1.820543907941815531e+00,-5.663945912147232420e-01,8.316167861804035777e-01,2.094700836477725869e-01,-9.845340504819680705e-01,-5.954709212729383458e-03,7.840027793107480214e-01,-1.882613350863065749e-01,1.193112945851028117e+00,1.021515392781863873e+00,9.189148546583293387e-01,-4.596567722729969496e-01,-1.079842447781486969e+00,-6.135876053627944415e-01,1.962409406667204592e-01,5.457867135323555274e-01,-2.171571404760447521e+00,-8.113201611750289755e-03,1.580892253231844236e-01,-2.775442563155515741e-01,1.291273839015878888e+00,4.217800742508708844e-01,1.310191908080897027e+00,1.000000000000000000e+00
-2.159605203502322213e-01,9.374774925069249143e-01,1.635066394527519451e+00,1.311693449272661072e+00,-1.092141593428733071e+00,-2.536760775423809733e-01,-3.451647054497966050e-01,4.892545350763278789e-01,6.863535550145331010e-01,-8.388926740257363068e-01,6.783851391693768162e-02,-2.019927332156136401e+00,1.441945005801889890e+00,-5.123742406766935709e-01,5.586393984449690431e-02,-3.096497139880608485e-01,1.146027575013415012e+00,-2.837506441397378953e+00,-1.661034232590898746e-02,-1.058187574976978823e-01,-4.536363875916827881e-01,1.726226545635632492e+00,-8.873294588557711915e-01,7.717961772356611849e-01,3.562527887060835674e-01,1.261519252535515889e+00,-6.671890847775053812e-01,-7.329688991237589546e-01,1.096069907477398520e+00,4.253213083301103925e-01,-1.544937346676758638e+00,-5.393050144632703935e-01,3.863826538480609751e-01,8.377642215465891384e-01,-6.792306531929550584e-01,-2.914255989816941117e+00,5.232231857370331918e-01,-1.220320689943975800e+00,-2.017338798122411347e+00,-2.832325924984140819e+00,8.139808601977411850e-01,1.286174504049665268e-01,-2.256563807122516363e-01,1.389024362962761661e+00,6.373246830230725468e-01,1.616300042721916519e+00,-1.392735472166996447e+00,-3.455062395396351488e-02,-1.616713374948014259e+00,-2.293823318554672197e-01,-2.486158537666772472e-01,6.266136372630706219e-01,4.556388114189831307e-02,6.234071382799155625e-01,7.034401331388941969e-01,2.154928677383141977e+00,-3.152966552861243832e-01,-9.410227006663790528e-01,2.460836153164088214e-01,-8.022800271395434946e-01,1.481960768436535902e+00,-2.832180389452325642e-01,-5.655763678739901268e-01,-4.713157211511178057e-01,7.184174234716409480e-01,-1.577469832314852549e-01,-6.416668201303822316e-01,1.665351917623530742e+00,-8.561698406617500590e-01,3.556607403299352765e-02,6.523061516102304225e-01,-1.631335110417073242e+00,4.802605014059249111e-01,-1.055107675480449370e+00,8.227827808340024696e-01,-9.626510119189763959e-01,6.927690318488607391e-01,1.105833066294712896e+00,8.614365256328049281e-01,2.513166482381024025e-01,-2.313009429296995489e-01,-5.764195763348440860e-01,1.471034690817103918e+00,-6.994952201676432058e-01,-1.037066073569996139e+00,6.653689350328300112e-01,-7.961368031864954897e-01,-9.500634974661272825e-01,-1.443604262169764896e+00,-4.829098394605176869e-01,-8.271502389649319775e-02,2.430917276606987809e-01,9.513062442994834056e-01,5.268979236657936882e-01,-1.908722195531797894e-01,-1.981956763797198817e-01,5.101574689151834319e-01,1.272570162928569504e+00,1.263141994832001902e-01,-4.691308542104089541e-01,0.000000000000000000e+00
-9.928660010855454576e-01,-1.445205264412225521e+00,6.662696720435231645e-01,5.779785236395571513e-01,5.773635251066615570e-01,-1.286594463520558951e-01,1.406934745891750715e+00,-4.841184945848177046e-01,9.552692372072054683e-01,-3.874289498954302385e-02,-6.083507646793375745e-01,5.925303073177613511e-01,4.096361186839935220e-01,3.569727592669260097e-01,8.127842205619875693e-02,-3.789308171683087451e-02,2.388371992870438554e+00,1.184256645196172908e+00,7.228268949855121139e-01,1.117991582033882603e-01,1.007157200596669133e+00,5.179947763914518610e-01,2.620475277403562508e-02,-3.035643252659147029e-01,-8.091733766268820183e-02,-3.170425735878055651e+00,2.106008392976417842e-01,-4.884760801103597005e-01,1.592669998282884025e+00,1.934407081175429019e-02,-1.188963419534961874e+00,-4.988015412811769994e-02,-1.046121085062504230e+00,4.734074157124664173e-01,2.909473643394853704e-01,9.578396311082676418e-01,-7.908817916945654058e-01,3.400809622814680161e-02,-1.365021795426635265e+00,7.014947819247144833e-01,5.188711804401220373e-01,4.958050210275708469e-01,1.619031356941120050e-03,4.147728907887909267e-01,1.604339108308596273e+00,-2.850942570420139655e-01,1.386451837100844964e-01,-1.086126299181409793e+00,-8.682609615983323259e-01,9.781329309330738520e-02,1.103933546701907131e+00,-2.562808242515724477e-01,-2.359165293121239237e-01,-4.068852445043746879e-01,-5.347566708443231009e-01,2.949714557088215505e-01,-1.497257645178644569e+00,1.280939576666727531e+00,-6.654222981294604100e-01,7.219034854381412014e-01,-1.269998597393875883e+00,6.688401305462181590e-01,6.719446078144974965e-01,3.842020720058965111e-01,-9.944285217997922421e-01,2.495481895980770082e-01,-1.183056184734389005e+00,-2.527632550961853575e-01,1.029413100955326010e+00,7.967019270707420553e-01,1.518294254043312148e-02,-9.748065759228419225e-01,6.455877121741934177e-01,1.938123769802521310e-02,-2.320315598230423326e+00,7.826298263165181179e-01,-2.423283386969214345e-02,1.202451247983072014e+00,-1.095270518842804686e+00,-3.176703813196000592e+00,2.790838583451849542e-01,2.915636766819724723e-01,-1.690671627606451954e+00,-9.784995458666063683e-01,2.755217743719901691e+00,-3.056106141538033616e-01,7.309589763762162073e-01,-6.506598273683837919e-01,-2.090302898853156677e+00,-1.702582467959055101e-01,-2.656045602861051846e-01,-3.998782386683714662e-01,-1.146408355063924522e-01,2.642682716456365433e-01,-1.501169512538065853e-01,-1.264006167947363757e+00,4.861847915619388893e-01,-1.949371755322423239e+00,-2.050357457284200269e+00,7.391804947015678806e-01,1.000000000000000000e+00
5.070202721353568309e-01,-5.739536507403601023e-02,-1.395448504755071761e+00,-7.079109406740752286e-01,-2.627467476865040785e-01,-1.595893968574113586e+00,-7.390286580232329205e-01,6.523303381766798470e-01,1.427305364289216394e+00,-4.194347526585506247e-01,7.564883543160983992e-01,-1.914060070587467299e+00,6.594512411136115304e-01,-8.039484147274810200e-01,3.073456167079700596e-01,-2.477524182397092545e-01,1.320414009783834164e+00,-8.744356483399181590e-01,6.276062975618310613e-01,-2.795074632965334760e-01,-1.583054780096637693e-01,-1.838538931592096637e-01,-8.456731044941129261e-01,-1.409896590667157786e-02,-6.264822212182150074e-02,2.412402484067293074e-01,8.450514569286260436e-02,7.979945496122364812e-01,9.235086160473686689e-01,-1.050623321827801160e+00,8.687725005907710463e-01,-1.186336427109854430e+00,5.878558881377351497e-01,6.197387847028688057e-01,-1.911316891662504069e+00,9.297924652940965651e-02,-4.684961133603157135e-01,-7.587652579353749704e-01,1.350852330699005455e+00,-6.536791406374189428e-01,-8.063769291180498122e-01,7.569494000509344178e-02,6.855897462984164026e-01,-1.416485860101268923e-01,1.166370545669252135e+00,5.309756619640905173e-01,-2.178211319731430340e+00,-5.294669635070082814e-01,-5.618420993516988204e-01,4.793609534294220875e-01,-2.624817056374112223e+00,2.549009708717722589e+00,5.310260948942100434e-01,1.488768039176910918e-01,1.181567716419146263e+00,2.343654052812624844e+00,8.707466445884032291e-01,9.488130964716200433e-01,1.306900244643823261e-01,-1.415257533669482815e-01,-4.757954440049011469e-01,-8.261119917145420821e-01,-6.870140996994973381e-01,-1.350555964342983195e+00,-7.587145068502332279e-02,-1.684667577226386825e+00,1.909165241437106864e-01,-3.633060804234174157e-02,1.469352983866877849e-01,-5.221315700199924414e-01,3.076860370180503512e+00,1.360115900180312920e+00,-1.244542500084722780e+00,2.328680874268982404e-01,-6.080061429373235793e-01,-1.014479726707413931e+00,-1.340072071123934894e+00,4.322166907592539520e-01,-6.813802350695739030e-01,9.678260240252041235e-01,9.937822145304390231e-01,1.373914385211449485e+00,-8.523867660741035746e-01,4.753656106920102209e-01,6.324542166423008371e-01,-4.741781751039648718e-01,-7.717719573928750743e-01,1.609520665775972859e+00,2.274958757320537373e-01,6.359677507117379447e-01,-8.220760118279274442e-01,-1.219284466522193799e+00,-5.694497744921104276e-01,-1.240213873899970315e-01,-1.064220006817348851e+00,-9.844808650383004428e-03,-1.688505188068500029e+00,-1.120047422469872211e+00,6.709112482768750940e-01,6.037905202778941494e-01,0.000000000000000000e+00
-3.918767653868663881e-01,-1.017764309076953033e+00,-1.027403551526010927e+00,-3.732682459413140807e-01,6.445184916452914026e-01,9.282456913443245528e-01,-4.965317354819690499e-01,-1.153492425984783853e+00,2.678436378663333062e-01,-8.235349706258494606e-01,-5.182526388612024304e-01,1.325276090437037535e+00,8.271154285657680294e-01,1.579743122514516984e-01,-1.271919001112722825e+00,2.113965674706589082e-01,1.062657290787526465e+00,-3.756336657655355848e-01,1.351114089986715117e+00,1.292745289518206997e+00,1.663732832143473450e+00,3.052431265313529374e-01,5.873916998060122463e-01,1.414187288331089976e+00,4.473939370689756223e-01,-5.012341077902127129e-01,-4.485428365278610885e-01,2.385549537737390313e-01,-1.290561421946218701e+00,-1.432589153641926349e-01,1.096547118230253748e+00,-2.191253851165281041e+00,1.534482101794514941e+00,1.122374218703159565e+00,-4.597646158304762865e-01,5.433908278718095897e-01,3.147726906326633097e-03,1.229990368438683035e+00,9.826831427699411758e-01,-1.400070723183009180e+00,5.872624134641767357e-01,-2.056278536432476489e-01,8.283257051809990446e-02,-7.281719009698155443e-01,1.748137069120835330e+00,1.040061819902575957e+00,-7.397711639729672717e-01,-1.334610606910232589e+00,-3.856726309778482076e-01,4.345026460913057331e-01,2.402058439462229911e-01,1.253132824768243392e+00,7.899197221808522684e-01,9.695690257529068212e-01,3.268554006104373855e-01,-1.389298730210990485e+00,-1.956985311469014444e-01,1.060089739908665507e+00,-5.152292852464605832e-02,5.030903686237467864e-01,-3.187483152461331182e-01,-1.029811848541845043e+00,-1.233440640461104520e-01,3.090474430326539124e-01,-6.556877194614436632e-01,-2.357112448566685003e-01,-9.394632419859826333e-01,1.119244917564095942e+00,-2.944557575880339950e-01,1.452755545126183101e+00,1.528747850540908448e+00,-8.104596472174376010e-02,-1.008448732547349680e+00,-2.085897877733337236e+00,-1.472037073026791543e+00,-1.373834824898660045e+00,1.378469627461504698e+00,1.158245872269460935e-01,3.896045240919878139e-01,-2.220421008935125951e+00,-1.197966429217261597e+00,8.870797764462869939e-01,2.867741123825862104e-01,-1.472052786855972684e-01,5.648423586001225516e-01,1.635797806135815158e+00,-2.210424635370505653e-01,6.936980265806942658e-02,1.925969187313051334e-01,2.392109635273992563e+00,-2.099356264419025564e+00,6.832230147888079808e-01,-1.148022487590636687e-01,5.667717261841795917e-01,-6.573725539947243846e-01,-4.896503085845025499e-02,7.114105794654953518e-01,3.112910201043841418e+00,8.080361894020714475e-01,-8.480655980305086272e-01,1.000000000000000000e+00
-4.237596820227030880e-01,-4.534141083838538200e-01,-1.795643172630015050e+00,-3.300901917014372744e-01,7.328290818217449987e-01,-1.274232119076795122e+00,1.048482651050592462e+00,4.877748210843381726e-01,-7.342333219710378556e-01,-1.415296373378474304e-01,1.598321807641033043e+00,7.335478135058658422e-01,8.783654898147816650e-03,-2.376833169609842977e-01,7.660907045165961382e-02,-5.117635579423034375e-01,-2.104749505719014646e+00,2.042177910534730856e+00,1.553249991994014589e-01,3.981472651225371195e-01,-5.790774987690873454e-02,-7.351168007245881819e-01,-1.859244809487707317e-01,-1.599394762194311204e+00,2.277086498053304542e+00,-1.234511998422396006e+00,-1.031966283847179477e+00,-4.402592043864004268e-01,1.288075724852377535e+00,1.450899926265413614e-02,-1.236135796030462419e+00,1.254338360757339510e+00,7.310006267854813888e-01,5.384349572164524034e-01,7.157342411708403906e-01,2.394361900582450797e+00,2.185094895036112206e+00,-6.867153430032952866e-01,1.623884992811152284e+00,3.831681897589003238e-01,4.990958161377493929e-01,-1.692270831643328588e+00,-1.703857653881959699e-01,-8.128235903365649273e-01,8.280588148933092363e-01,1.071080500402805002e+00,-2.074486351016311403e+00,-2.203486400427044981e-02,1.121861504794252173e+00,-1.866789623134449683e-01,7.290636450023644244e-01,3.511654676270840603e-01,3.416602319526263476e-01,-2.713149780682974632e-01,-1.216580804135709570e+00,-1.121530147425027435e+00,7.093525144553172179e-01,1.945825551888311772e-02,-1.385122446072247493e-01,-4.238900423223525560e-01,-3.051888454807517581e-01,1.046911794488139424e+00,-3.352440818680267332e-01,-1.341064713301568734e+00,7.436517755401732543e-01,-2.048766638647172289e-01,3.139586553277644992e-02,1.607578306399510604e+00,-2.056055735050718591e-02,2.891836731187253373e-01,-1.178923491298325299e+00,-2.196694523509601371e-01,6.095260452086012082e-01,-1.555373733841242334e+00,2.008450931157095831e-01,1.007910726448063010e-01,4.128745558743938254e-02,1.037158898658243178e+00,3.344385148485214954e-01,1.478071898356444036e+00,-9.935895155940361878e-01,1.359245672183479747e-01,8.446678638994739585e-02,-1.069254493755079638e+00,9.562950020913461024e-01,2.324673305852817951e+00,-1.700607448383098866e-02,5.050210882737667939e-01,8.451847581532723197e-02,-7.135846699071756172e-01,-1.820760277802016214e+00,-7.057734830953651395e-01,-1.391958380951731300e+00,1.704102078059117842e+00,-1.151096939232391508e-01,-3.459193290471707094e-01,8.891538247878058021e-01,-1.121751102855887749e+00,-7.668640380045523841e-01,6.807226924862103123e-02,1.000000000000000000e+00
1.028768991423480328e+00,5.016850451687882018e-01,2.483251425158821968e-01,7.811773523601635294e-02,4.002358555267751528e-01,2.016529051292546282e-01,-1.029972274776935759e+00,4.607922163315134045e-02,-1.073688658917752559e+00,8.108254290082371474e-02,-4.806479414882414147e-01,2.539381622782861392e+00,-3.989438375171192042e-02,-1.404239566261588745e+00,-1.341802106769245662e-01,5.193587456378880862e-01,1.673363946152523596e+00,-5.894523999387184521e-01,-1.582427974023639994e+00,8.168370114309811969e-01,-1.380598705899651168e+00,-4.361554415074850310e-01,-2.576204855109940350e-01,-6.963345330010817236e-02,6.891644570743356013e-01,-6.836342822863876734e-01,-2.737292521667606948e-01,-1.427035294938850535e-02,1.495979575187880439e-01,9.782717470792266778e-02,4.360057752225797723e-01,8.438395096417372621e-01,3.926341156509678409e-01,4.535855235092182136e-01,-1.582223166746477672e+00,5.022769916568044224e-02,4.795075480016086078e-01,7.289411945704502571e-01,-6.923507742337942084e-01,-6.590392748886449992e-01,-5.741006752835983162e-01,5.364138998913433598e-01,1.033881054924208565e+00,-4.074601072916015920e-01,9.079623136270489336e-01,1.234798091645942092e-01,-1.242857771624362867e-01,-2.113842298179689771e-01,7.466113646021571570e-01,3.255778167870700956e-01,2.275825427647637511e+00,-8.522246429973241444e-01,5.181017020299757414e-01,-5.292010098115128569e-01,-8.692869869886438172e-01,-1.086713703497214391e-02,1.373524794070360155e-01,2.918173555060092461e+00,-1.841458156832020132e-01,-1.130178729484683231e+00,2.730107174943857129e-01,-2.074640037546368276e+00,-9.195678260426586037e-02,1.602528229516042568e-02,7.946003829452114031e-01,9.736222494278469197e-01,-5.035696189077176754e-01,-1.506140146299330962e-01,-7.661208306106709331e-01,-1.128062554807693907e+00,3.098947793806345330e-01,-1.273585548596599226e+00,-4.146269005718632439e-01,-9.951739598992377367e-01,5.496831862902596955e-01,1.801430099266488005e+00,-1.301587982803330990e+00,-1.853018482897568653e+00,-1.248868853500673948e-01,1.569779595775838005e-02,2.186593067572975835e-01,-4.463205152343446280e-01,-2.006392988254319942e-01,3.675104105406024613e-01,1.040430892644838901e+00,-1.955048770318282836e+00,-3.689394390314622019e-01,2.138087939410633909e-01,-9.179761046107359768e-01,1.731169631767299544e+00,-6.354098802287370118e-01,-4.129268700728283559e-02,5.560220968422907584e-01,-5.912847888018945008e-01,-1.846573047804417111e+00,-4.286545269165332739e-01,1.029440555927040535e+00,-3.368951267851385545e-01,-8.464343014589785774e-01,9.256722095027216657e-01,0.000000000000000000e+00
-3.307748960230527113e-01,-5.101608136502172597e-01,1.494560896633095326e-01,7.707502096187873741e-01,2.381713531732545963e+00,8.272361076574230587e-01,1.159839966388344301e+00,-5.059661989878553312e-01,-1.025868105969476307e+00,6.233134961912296240e-02,1.071699152595962101e-01,-1.078512741364597183e+00,-1.752945299040128413e-01,3.993176017191308880e-01,3.603933950180802648e-01,5.042878533842725108e-01,2.909647301374429507e-01,-5.070086592700557837e-01,-5.139006266488431729e-01,-1.198951397993875956e+00,1.784775039185094947e+00,1.345036461929300688e-02,-2.248530557948519304e-01,-9.287920814524587287e-01,2.935657902327778235e+00,-1.073328032222895523e+00,-4.288479256060733769e-01,4.158368362860604961e-01,6.002129657442777377e-01,9.579320552156840307e-01,1.807608507769263184e+00,5.061576554607123413e-01,-1.056030799966667599e+00,-2.569451251217815257e-01,3.078323725138849554e-01,2.068226041505823787e+00,-1.397805478424297032e+00,1.202576505225227521e+00,1.799143695464167914e-01,8.378305352294806996e-01,-1.019947166359319590e-01,-8.424326301263261874e-01,7.508727794013320134e-01,6.544310271056211770e-01,9.720569657397218899e-01,-1.330463537863530929e-02,-5.998220233198493512e-01,-1.558786995023841548e+00,8.193732681394063633e-01,4.238894824439860542e-01,-9.657826328639592672e-01,-5.385736732966242002e-01,-4.667588119514404776e-01,-1.482984431982417917e+00,-8.176823966051337544e-01,-1.133830356806354134e+00,-4.124790118879366752e-01,-7.386974983295627739e-01,-1.627004920866748749e+00,2.022590230569481395e+00,1.252540731029230692e+00,-7.790194215199855998e-01,2.724213966536100373e-01,4.174650898212952654e-01,1.191085854773476838e+00,-8.186050266600786163e-01,1.092106783982426110e+00,-5.479053042069350621e-01,-1.335862404168613349e+00,7.241365593144972745e-01,1.290758424122428139e+00,2.587908973530684609e+00,-1.199725265090213489e+00,6.989196850807888328e-01,-4.098012437935330543e-01,7.833587105240312765e-01,-1.470489551231250580e+00,-1.262769775698564079e+00,-7.758748231664838180e-01,7.896404566808451486e-02,-6.410812665383553988e-01,6.590543439134196602e-01,1.026894618257914393e+00,5.995775412453557829e-01,1.618787639660868027e+00,4.158266294553429887e-01,-1.216896710340167109e+00,1.363376513538339774e+00,-6.051562356059974057e-01,9.104184996855699818e-01,1.573734216555106258e+00,4.566880107303991632e-01,-1.496158813164649715e+00,-9.182121665097915386e-01,1.322744466885135584e+00,-1.691226856428163783e-01,7.957353494216583278e-02,7.588244161636092944e-01,6.963228620803234570e-01,2.787998123854606991e-01,1.000000000000000000e+00
